id,text,y_true,y_pred,p_neg,p_pos,abs_margin,loss,near_threshold,low_coverage,has_contrast
11792,hasta que no tengan muchas más bajas que altas no pensarán en cuidar el gimnasio sus instalaciones y sus clientes algo de competencia vendría bien para eso no merece la pena mejor ir un poco más lejos a un mejor gimnasio,0,1,0.369927379016194,0.6300726209838059,7.262098380600435e-05,0.9944485655371245,True,False,False
7610,ultramasificado incluso a la hora de comer vivagym ha comprado altafit y todo se ha comprimido,0,1,0.3702767945637718,0.6297232054362282,0.00027679456377183165,0.9935044596106696,True,False,False
9966,está dé reformas,0,1,0.3609448793426926,0.6390551206573074,0.009055120657307403,1.0190300211087835,True,True,False
13428,es carísimo para lo gentrificado que está,0,1,0.3609448793426926,0.6390551206573074,0.009055120657307403,1.0190300211087835,True,True,False
10119,de los mejores centros deportivos de madrid instalaciones enormes donde hay diferentes boutiques donde practicar la disciplina que más te guste desde boxeo a crossfit pasando por baile flamenco incluso tiene una sauna no se puede pedir más ubicado justo encima de la estación de chamartín no hay excusa para no ir a sudar la camiseta,1,0,0.3825057781500612,0.6174942218499386,0.012505778150061209,0.48208556785181944,True,False,False
9211,mediocre atención muy masificado lo único bueno el precio,0,1,0.3511514265959584,0.6488485734040415,0.018848573404041613,1.0465377337455812,True,False,False
11469,se puede pagar un pase diario tras haber realizado la prueba gratuita?,0,1,0.350635276079808,0.6493647239201922,0.019364723920192006,1.0480086952421437,True,False,False
6554,gym ideal moderno que lo tiene todo en pleno centro de madrid y con posiblidad de entrenar en otros centros de la ciudad tambien son 15 he probado tanto el otro en ortega y gasset como en bernabeu pero me quedo con este con muchisima diferencia muchas actividades como ciclo indoor y tambien posiblidad de boxeo horario inmejorable basicamente está abierto siempre menos los dias del año cuando no se te deberia ocurrir ir al gym acabo de leer que algunos han tenido problemas con el cobro después de darse de baja a mi la verdad no me pasò,1,0,0.3942510608495036,0.6057489391504964,0.024251060849503625,0.5012896705862572,True,False,True
3302,lo malo gente que va haciendo directos con el móvil,0,1,0.3423143905902527,0.6576856094097473,0.02768560940974729,1.0720256934583705,True,False,False
8759,para quien le guste mucho el gimnasio estupendo fuimos con invitación pero lo más atractivo que era el spa hacia un calor asfixiante y el agua del jacuzzi no estaba muy caliente aunque parecía las piscinas sobre todo la grande tampoco estaba caliente y eso que en la calle hacía calor muchas máquinas y muy modernas pero en la sala con no muy buen olor no me pareció muy cómodo ni agradable,1,0,0.4037822703807131,0.5962177296192869,0.03378227038071313,0.5171493604760509,True,False,True
3315,increíble un buen gimnasio amplio donde puedes entrenar sin tener que esperar para conseguir maquinas etc el personal del gym es muy amable lo único malo es la música pero no es tan importante como para quitarle estrella modificación de reseña no se respeta el aforo no reponen las cosas que se rompen como por ejemplo las cuerdas para hacer tríceps,0,1,0.3305141187993367,0.6694858812006632,0.03948588120066332,1.1071059010889706,True,False,True
12012,precio asequible monitores agradables en su mayoría y hasta las 17 horas bastante practicable de 18 19 a 21 demasiada gente,1,0,0.4100158376211668,0.5899841623788331,0.04001583762116678,0.5276595858683697,True,False,False
12759,cual es mi parte del cuerpo que se reduce más de 7 veces casi si vas todos los días a un dreamfit…,1,0,0.419254067632482,0.5807459323675179,0.049254067632482024,0.5434419114585702,True,False,False
10023,la comida estaba riquísima muy bien cocina y todo al momento no dejéis de probar el pad thai el local es pequeño aunque luego vimos que tenía una planta baja de precio pues no es barato la verdad el servicio agradable hay un parking muy cerca,1,0,0.4205745089723223,0.5794254910276777,0.050574508972322296,0.5457181990542944,True,False,True
5043,llevo ya un año apuntado a este gimnasio y la verdad es que para ser un gimnasio comercial está bastante bien buen precio tarifa mínima de 25€ buena variedad de máquinas barras y agarres así como de racks etc estaría bien que hubiesen un par más de cosas como algún saco de boxeo o una barra de tríceps olímpica la que tiene un agarre parecida a una h pero sin duda lo mejor de este gimnasio es el personal muy agradable y siempre están ahí para ayudarte en lo que haga falta hace poco me rompí un dedo y no podía entrenar espalda sin usar straps se me olvidaron los mios en casa y una mujer del personal creo que se llama jeni me dejó sus straps personales ya que el gimnasio no tiene ese tipo de material muy agradecido no habría podrido entrenar ese día sin straps por otra parte lo único malo que tiene este gimnasio al igual que otros gimnasios comerciales es el aforo bastante lleno a horas punta entre las 18 00 y las 21 00 pero a otras horas es muy agradable entrenar y teniendo en cuenta el pedazo de horario que tienen abren hasta en festivos navidad ese problema deja de ser un problema si vas en otro horario en resumen muy contento con el staff del gimnasio y con su horario,1,0,0.4394183971093988,0.5605816028906012,0.06941839710939879,0.5787804576101232,True,False,True
11558,música inmejorable te dan ganas hasta de ir a entrenarrrr las instalaciones también están a la altura,1,0,0.4402712985938793,0.5597287014061207,0.07027129859387932,0.5803030744172475,True,False,False
5142,llevo entrenando en plaza río un año es bastante bueno solo habría que pedir algo más de organización con la gente que es nueva que a veces dejan cosas tiradas resalto el trabajo de jenny siempre dispuesta a ayudar con lo que se le pida gente así es de valorar …,1,0,0.4451733828643845,0.5548266171356154,0.07517338286438452,0.589099615600684,True,False,False
12527,mi nombre es alejandro cabello montes y desde que estoy apuntado a este gimnasio me es mas fácil levantarme de la cama cada mañana con los pedazo abdominales que me están saliendo enserio es muy heavy no sabia que tenia tremendos kit kats de titan ahi no nos olvidemos del recorrido de la sauna que me mantiene zen por zen zen en todo momento,1,0,0.4455331121315549,0.5544668878684452,0.07553311213155489,0.5897481892706053,True,False,False
1467,decepcionante la atenciòn que recibi al preguntar por información la persona que me atendió fue desagradablel,0,1,0.2898202180960801,0.7101797819039198,0.08017978190391989,1.2384944858421105,True,False,False
11591,buenas instalaciones muy saturado no hay gente para preguntar como hacer los ejercicios,0,1,0.2898202180960801,0.7101797819039198,0.08017978190391989,1.2384944858421105,True,False,False
676,el chico recepcionista es muy borde,0,1,0.2858705894690322,0.7141294105309678,0.08412941053096779,1.2522160549382435,True,False,False
1648,llevo en este gym 6 meses puedo decir que es un gimnasio con muchas maquinas tanto para hacer cardio como para hacer hipertrofia ademas de que tiene varios planes por lo que siempre encontraras el más adecuado lo malo? que al ser tan bueno hay mucha gente metida y claro tienes que compartir maquina pero para mi vale la pena hay que madrugar!,1,0,0.4613130450397185,0.5386869549602815,0.09131304503971849,0.6186206653670596,True,False,True
8601,para ganar la estrella que os falta ampliad el horario en fines de semana,1,0,0.4618354109609834,0.5381645890390165,0.09183541096098341,0.6195908380248383,True,False,False
