id,text,y_true,y_pred,p_neg,p_pos,abs_margin,loss,near_threshold,low_coverage,has_contrast
9903,muy masificadas las clases,0,1,0.0,1.0,0.5,34.538776394910684,False,True,False
11695,muy bien me gusta,0,1,0.0,1.0,0.5,34.538776394910684,False,False,False
915,muy bueno,0,1,0.0,1.0,0.5,34.538776394910684,False,True,False
6909,el gimnasio no está mal pero llevan dos meses dando largas con la falta de aire acondicionado hace un calor que parece bikram gym no sé por qué no lo publicitan así escribes quejas a la página web ya que te dicen que lo hagas a través de ese medio y se pasan la pelota de unos a otros lamentable lo del aire acondicionado por lo demás bien actualizo la reseña a 17 10 2022 han puesto casi todas las luces de la sala de musculación azul si azul alegan que es por ahorro energético lo cual me parecería bien si no hubieran pintado las paredes hace unos meses de negro lo cual no refleja nada la luz y de ahorro energético poco,1,0,0.9984126984126984,0.0015873015873015,0.4984126984126984,6.4457198193856335,False,False,True
12299,no esta mal mala experiencia personal con otros clientes que molestaban,1,0,0.9931626207488276,0.0068373792511723,0.49316262074882755,4.985350771181959,False,False,False
12702,entrenadores de sala geniales instalaciones aceptables servicios administrativos que podrían mejorar,0,1,0.0144927016127916,0.9855072983872084,0.4855072983872084,4.234110093321078,False,False,False
6626,2022 hace poco hicieron reforma y le sentó espectacular el gimnasio no tiene ventanas en prácticamente el 90 lo que lo hace un poco triste pero con la reforma supieron aprovecharlo con paredes negras y luces led a nivel de instalaciones y clases es muy completo sin embargo lo que ya va pidiendo reforma es el vestuario en invierno se pasa frío en las duchas que están casi abiertas porque la puerta es enana algunas duchas la puerta no se mantiene cerrada y se te abre encima mientras te estás duchando otras tienen el suelo abombado que se encharca y resulta poco higiénico las taquillas algunas están rotas pero no lo indica con ningún cartel te puede pasar que guardes tus cosas en un taquilla pongas el candado y no te des cuenta de que está mal cerrada hasta que vuelvas a intentar abrirla al final de la sesión por otro lado en junio de 2022 seguían sin abrir la sauna por covid cuando ya nadie llevaba mascarilla y habían recuperado la huella como método de entrada se ve que para unas cosas hay covid para otras no además habréis visto ya en el resto de comentarios la gincana que hay que hacer si te quieres despuntar que no se entiende en absoluto finalmente decir que a pesar de todo lo dicho no le pongo menos de 4 estrellas ya que he querido hacer una crítica lo más constructiva posible para que puedan mejorar todos estos puntos porque en conjunto está bastante bien y los trabajadores son todos estupendos edito 2023 han arreglado las puertas y el suelo de las duchas también han reformado la entrada y les ha quedado chula,1,0,0.9736080534264032,0.0263919465735968,0.4736080534264032,3.6346963693987364,False,False,True
12990,llego a hacer esta opinión hace un par de meses y les ponía 2 estrellas como máximo en primer lugar ha sido un puntazo por parte del dreamfit el hecho de abrir a las 6 de la mañana para las personas que trabajamos muy temprano nos viene muy bien ir a entrenar a esa hora ya que no está masificado y se nota que la gente viene a entrenar no a ponerse a hablar u ocupar máquinas durante un tiempo indeterminado como ocurre durante otras franjas horarias no obstante deberían controlar la cantidad de gente que se va apuntando cada mes porque el gimnasio está masificado en horas que debería estar medianamente normal cuando iba antes entre semana a la 1 de la tarde había días en los que era muy complicado coger un simple banco para hacer algún ejercicio a ver si va a ser que en este distrito la tasa de paro es tan alta que la gente se puede permitir ir al gimnasio a las 2 de la tarde y estar ahí tan tranquilamente 2 horas sin hacer nada más allá de hablar y ocupar espacio… mención especial a los trabajadores de la limpieza por cierto,1,0,0.9736080534264032,0.0263919465735968,0.4736080534264032,3.6346963693987364,False,False,True
7402,soy usuaria del gimnasio de embajadores en rasgos generales satisfecha con instalaciones y personal quiero hacer una crítica a un perfil de usuario y una queja al responsable del gimnasio se trata del usuario que no quiere compartir màquinas material del usuario que usa una màquina y al acabar una de las series q està haciendo permanece sentado en la màquina sin ceder el uso a otro usuario o se pone a chatear sentado ocupando la màquina sin dar la posibilidad a que otra persona en sus descansos pueda usar la màquina discos barras no solo se niegan a compartir el material es que se cabrean si les pides compartir ya se lo puedes pedir recitando poesía que se mosquean las excusas son variadas es que estoy haciendo bi series es que descanso 3 minutos mejor acabo y luego tú q es un rollo andar cambiando pesos y luego està el que no sabes cuàndo ni porqué ya has asumido junto a todo el gimnasio que mientras él està esa màquina no se pide ni se usa la gente necesita descansar sobre la propia màquina o descansar mirando la barra o la cuerda claro tú es que eres pro necesitas descansar tres minutos yo en esos tres minutos puedo hasta casi hacer dos series y descansar te importa? bueno es que mejor acabo y ya te pones tú madurar en el gimnasio tener una actitud madura es compartir es respeto al otro y a su tiempo madurar en el gimnasio es saber que si alguien te està mirando o pasa por tu lado y se queda ahí no es que esté enamorado de ti es que quiere usar la màquina material también si necesitas un gimnasio para ti solo móntatelo en tu casa en el gimnasio se comparte el material sé maduro sé empàtico con el prójimo y comparte el material y la queja al responsable del gimnasio pues queda también reflejada a la gente hay que tratarla acorde a la madurez que presenta en otros gimnasios p e dreamfit hay unos carteles enormes en los que se leen las frases las màquinas se comparten si necesitas contestar un mensaje levàntate de la màquina y libérala ya lo de descargar las màquinas lo dejo para otro día porque tiene tela que una persona acabe de usar la prensa y te la deje cargada con 200 kilos estas son las personas que van de estupend s de esas que tendràn asistencia en casa y piensan que el mundo es parte de su servicio si no tienes madurez por favor no vayas al gimnasio pero por si te sirve de algo en el gimnasio se comparte se descargan y se colocan pesos y preferentemente al gimnasio se va cagado meado y chateado gracias,1,0,0.9736080534264032,0.0263919465735968,0.4736080534264032,3.6346963693987364,False,False,True
7492,no todos usan toallas el aire acondicionado funciona a medias como las duchas o están calientes o realmente no funcionan,1,0,0.968646842215192,0.031353157784808,0.46864684221519204,3.4624402901876756,False,False,False
